player,team,team_country,position,primary_position,age,club,games,games_starts,minutes,goals,assists,shots,shots_on_target,interceptions,tackles_won,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,goal_contribution_per90,player_rating_100,player_cluster
Jonas Adjetey,Ghana,Ghana,DF,DF,22,Wolfsburg,3,3,225.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.8,0.4,0.4,1.2000000000000002,0.0,14.832816458903416,2.0
Ladislav Krejčí,Czechia,Czech Republic,DF,DF,27,Wolves,3,3,270.0,1.0,0.0,5.0,1.0,1.0,3.0,0.33333333333333337,0.0,1.6666666666666665,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,14.817470505876305,2.0
Arthur Masuaku,Congo DR,Congo DR,DF,DF,32,Lens,4,4,315.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.4285714285714284,0.2857142857142857,14.8034188034188,3.0
Israel Reyes,Mexico,Mexico,DF,DF,26,América,4,2,202.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.8910891089108911,0.0,1.3366336633663365,0.44554455445544555,0.0,14.795575711417294,2.0
Evidence Makgopa,South Africa,South Africa,FW,FW,26,Orlando Pirates,4,2,215.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.6744186046511627,1.255813953488372,0.41860465116279066,0.41860465116279066,0.0,14.757330637007076,2.0
Dani Olmo,Spain,Spain,MF,MF,28,Barcelona,8,6,491.0,0.0,2.0,13.0,2.0,1.0,5.0,0.0,0.3665987780040733,2.3828920570264764,0.3665987780040733,0.18329938900203666,0.9164969450101833,0.3665987780040733,14.714180267620453,2.0
Alistair Johnston,Canada,Canada,DF,DF,27,Celtic,5,5,450.0,0.0,0.0,5.0,2.0,6.0,2.0,0.0,0.0,1.0,0.4,1.2000000000000002,0.4,0.0,14.62613425222121,2.0
Aïssa Mandi,Algeria,Algeria,DF,DF,34,Lille,4,4,360.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,14.609168609168607,2.0
Chris Richards,United States,United States,DF,DF,26,Crystal Palace,4,4,360.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.25,0.0,1.0,0.75,0.0,14.609168609168607,2.0
Sadio Mané,Senegal,Senegal,"MF,FW",MF,34,Al-Nassr,4,4,362.0,0.0,1.0,6.0,3.0,3.0,2.0,0.0,0.24861878453038672,1.4917127071823204,0.7458563535911602,0.7458563535911602,0.49723756906077343,0.24861878453038672,14.551010483631192,3.0
Ime Okon,South Africa,South Africa,DF,DF,22,Hannover 96,4,4,360.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.25,0.0,1.25,0.5,0.0,14.544580419580418,2.0
Issa Diop,Morocco,Morocco,DF,DF,29,Fulham,5,5,476.0,1.0,0.0,1.0,1.0,7.0,1.0,0.18907563025210083,0.0,0.18907563025210083,0.18907563025210083,1.3235294117647058,0.18907563025210083,0.18907563025210083,14.537117826759768,2.0
Fares Chaïbi,Algeria,Algeria,MF,MF,23,Frankfurt,4,4,360.0,0.0,0.0,9.0,3.0,3.0,5.0,0.0,0.0,2.25,0.75,0.75,1.25,0.0,14.516464815377859,2.0
Romano Schmid,Austria,Austria,"MF,FW",MF,26,Werder Bremen,4,4,263.0,1.0,0.0,2.0,1.0,0.0,4.0,0.34220532319391633,0.0,0.6844106463878327,0.34220532319391633,0.0,1.3688212927756653,0.34220532319391633,14.499832563975398,2.0
Sander Berge,Norway,Norway,MF,MF,28,Fulham,5,5,480.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,1.6875,0.75,0.0,14.480259324009323,0.0
Tim Ream,United States,United States,DF,DF,38,Charlotte,4,4,360.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.5,0.25,0.0,14.479992229992227,2.0
Marc Cucurella,Spain,Spain,DF,DF,27,Chelsea,8,8,750.0,0.0,2.0,5.0,3.0,7.0,4.0,0.0,0.24,0.6000000000000001,0.36,0.8400000000000001,0.48,0.24,14.44603830951657,2.0
Caleb Yirenkyi,Ghana,Ghana,MF,MF,20,Nordsjælland,4,3,264.0,1.0,0.0,2.0,1.0,3.0,1.0,0.34090909090909094,0.0,0.6818181818181819,0.34090909090909094,1.0227272727272727,0.34090909090909094,0.34090909090909094,14.256177232955892,2.0
Leroy Sané,Germany,Germany,MF,MF,30,Galatasaray,4,4,326.0,1.0,0.0,6.0,2.0,2.0,3.0,0.27607361963190186,0.0,1.6564417177914113,0.5521472392638037,0.5521472392638037,0.8282208588957056,0.27607361963190186,14.198058099098379,2.0
Reece James,England,England,DF,DF,26,Chelsea,5,3,319.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.28213166144200624,0.0,0.8463949843260189,0.8463949843260189,0.0,14.162812109520573,2.0
Nuno Mendes,Portugal,Portugal,DF,DF,23,PSG,5,5,395.0,1.0,0.0,3.0,1.0,0.0,6.0,0.22784810126582278,0.0,0.6835443037974683,0.22784810126582278,0.0,1.3670886075949367,0.22784810126582278,14.05873304827625,3.0
Isak Hien,Sweden,Sweden,DF,DF,27,Atalanta,3,3,216.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.41666666666666663,1.25,0.0,14.051897176897175,2.0
Jules Koundé,France,France,DF,DF,27,Barcelona,8,7,599.0,0.0,0.0,2.0,0.0,3.0,8.0,0.0,0.0,0.3005008347245409,0.0,0.4507512520868113,1.2020033388981637,0.0,13.924898140257069,2.0
Federico Valverde,Uruguay,Uruguay,MF,MF,27,Real Madrid,3,3,236.0,0.0,0.0,10.0,2.0,3.0,2.0,0.0,0.0,3.813559322033898,0.7627118644067796,1.1440677966101696,0.7627118644067796,0.0,13.92072831369073,3.0
Lee Han-beom,Korea Republic,Korea Republic,DF,DF,23,Midtjylland,3,3,270.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.0,13.9011914011914,2.0
Aziz Behich,Australia,Australia,MF,MF,35,Melb City,3,2,217.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.4147465437788018,0.4147465437788018,0.4147465437788018,1.6589861751152073,0.0,13.900160148406993,2.0
Ismail Jakobs,Senegal,Senegal,DF,DF,26,Galatasaray,3,2,219.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.410958904109589,0.0,0.821917808219178,0.821917808219178,0.0,13.75323306830156,3.0
Ngal'Ayel Mukau,Congo DR,Congo DR,MF,MF,21,Lille,4,3,195.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.46153846153846156,0.0,1.3846153846153846,0.9230769230769231,0.0,13.748431056123364,0.0
Davinson Sánchez,Colombia,Colombia,DF,DF,30,Galatasaray,5,5,480.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,1.125,0.375,1.125,0.375,0.0,13.712000861457382,2.0
Gustavo Puerta,Colombia,Colombia,MF,MF,22,Racing Sant,5,5,469.0,0.0,1.0,14.0,5.0,3.0,3.0,0.0,0.19189765458422176,2.6865671641791042,0.9594882729211087,0.5756929637526652,0.5756929637526652,0.19189765458422176,13.684365601951583,2.0
Nico O'Reilly,England,England,DF,DF,21,Manchester City,7,5,461.0,0.0,0.0,7.0,1.0,5.0,3.0,0.0,0.0,1.3665943600867678,0.19522776572668113,0.9761388286334056,0.5856832971800434,0.0,13.672100322576602,2.0
Kim Min-jae,Korea Republic,Korea Republic,DF,DF,29,Bayern Munich,3,3,245.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.3673469387755102,0.3673469387755102,0.7346938775510204,0.7346938775510204,0.0,13.527069204087837,2.0
Edmilson Junior,Qatar,Qatar,"MF,FW",MF,31,Unknown Club,3,3,210.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.4285714285714286,1.2857142857142856,0.8571428571428572,0.0,0.4285714285714286,0.4285714285714286,13.478579391622873,3.0
Thapelo Maseko,South Africa,South Africa,"MF,FW",MF,22,Unknown Club,3,3,242.0,1.0,0.0,8.0,1.0,2.0,1.0,0.371900826446281,0.0,2.975206611570248,0.371900826446281,0.743801652892562,0.371900826446281,0.371900826446281,13.363988987416942,2.0
Amir Al Ammari,Iraq,Iraq,MF,MF,28,Cracovia,3,3,247.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.3643724696356275,0.0,0.0,0.728744939271255,0.3643724696356275,0.3643724696356275,13.30058605362249,3.0
John Yeboah,Ecuador,Ecuador,MF,MF,25,Venezia,4,4,311.0,0.0,0.0,8.0,3.0,3.0,3.0,0.0,0.0,2.315112540192926,0.8681672025723474,0.8681672025723474,0.8681672025723474,0.0,13.291381483049317,3.0
Chadi Riad,Morocco,Morocco,DF,DF,22,Crystal Palace,4,4,344.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.2616279069767442,0.2616279069767442,0.0,1.0465116279069768,0.2616279069767442,0.2616279069767442,13.285087006017237,2.0
Lamine Camara,Senegal,Senegal,MF,MF,22,Monaco,4,3,248.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.3629032258064516,1.0887096774193548,0.0,0.7258064516129032,0.3629032258064516,0.3629032258064516,13.24695465824498,3.0
Manuel Ugarte,Uruguay,Uruguay,MF,MF,25,Manchester Utd,3,3,184.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,1.467391304347826,0.4891304347826087,1.467391304347826,0.4891304347826087,0.0,13.244370232791782,2.0
Nabil Bentaleb,Algeria,Algeria,MF,MF,31,Lille,4,3,285.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.3157894736842105,0.0,0.9473684210526315,1.263157894736842,0.0,13.239479818427185,0.0
Joe Bell,New Zealand,New Zealand,MF,MF,27,Viking,3,3,243.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.3703703703703704,0.0,1.4814814814814816,0.7407407407407408,0.0,13.211890989668767,0.0
Julián Álvarez,Argentina,Argentina,FW,FW,26,Atlético Madrid,8,5,602.0,1.0,0.0,11.0,5.0,3.0,4.0,0.14950166112956811,0.0,1.6445182724252494,0.7475083056478405,0.4485049833887043,0.5980066445182725,0.14950166112956811,13.191655833212963,2.0
Leandro Paredes,Argentina,Argentina,MF,MF,31,Boca Juniors,7,4,473.0,0.0,0.0,4.0,1.0,5.0,6.0,0.0,0.0,0.7610993657505286,0.19027484143763215,0.9513742071881607,1.1416490486257929,0.0,13.164533324934096,2.0
Johan Mojica,Colombia,Colombia,DF,DF,33,Mallorca,4,4,390.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.6923076923076923,0.46153846153846156,0.6923076923076923,0.6923076923076923,0.0,13.134063818010306,2.0
Virgil van Dijk,Netherlands,Netherlands,DF,DF,34,Liverpool,4,4,390.0,1.0,1.0,2.0,2.0,3.0,1.0,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.46153846153846156,0.6923076923076923,0.23076923076923078,0.46153846153846156,13.06766013622201,2.0
Derek Cornelius,Canada,Canada,DF,DF,28,Marseille,4,4,315.0,0.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,1.4285714285714284,0.2857142857142857,0.5714285714285714,0.8571428571428572,0.0,12.948404252752077,2.0
Manu Koné,France,France,MF,MF,25,Roma,5,4,385.0,0.0,0.0,6.0,2.0,3.0,5.0,0.0,0.0,1.4025974025974026,0.4675324675324675,0.7012987012987013,1.168831168831169,0.0,12.788969923357277,2.0
Ali Ahmed,Canada,Canada,MF,MF,25,Norwich City,4,3,234.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.7692307692307693,0.38461538461538464,1.1538461538461537,0.7692307692307693,0.0,12.748367388835616,3.0
Christian Pulisic,United States,United States,MF,MF,27,Milan,4,3,223.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.40358744394618834,1.6143497757847534,0.8071748878923767,0.0,0.40358744394618834,0.40358744394618834,12.692832610945304,3.0
Erik Lira,Mexico,Mexico,MF,MF,26,Cruz Azul,4,4,345.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.2608695652173913,0.0,0.0,0.5217391304347826,0.782608695652174,0.2608695652173913,12.688557818992601,2.0
Akmal Mozgovoy,Uzbekistan,Uzbekistan,MF,MF,27,Unknown Club,3,2,216.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.41666666666666663,0.41666666666666663,0.0,0.8333333333333333,0.0,0.41666666666666663,12.680976430976433,2.0
Grant Hanley,Scotland,Scotland,DF,DF,34,Hibernian,2,2,180.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,12.614413364413362,2.0
Bruno Fernandes,Portugal,Portugal,MF,MF,31,Manchester Utd,5,5,422.0,0.0,1.0,9.0,3.0,0.0,5.0,0.0,0.2132701421800948,1.9194312796208532,0.6398104265402843,0.0,1.066350710900474,0.2132701421800948,12.60021556848262,3.0
Steven Moreira,Cabo Verde,Cape Verde,DF,DF,31,Columbus Crew,4,3,301.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.5980066445182725,0.0,0.5980066445182725,0.8970099667774086,0.0,12.546755570011381,2.0
Noah Sadiki,Congo DR,Congo DR,MF,MF,21,Sunderland,4,2,259.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.694980694980695,1.38996138996139,0.0,12.523962523962526,2.0
David Møller Wolfe,Norway,Norway,DF,DF,24,Wolves,5,5,430.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.20930232558139533,0.0,0.0,0.627906976744186,0.627906976744186,0.20930232558139533,12.460318751016425,2.0
Noni Madueke,England,England,MF,MF,24,Arsenal,5,4,286.0,0.0,0.0,6.0,1.0,2.0,4.0,0.0,0.0,1.8881118881118881,0.3146853146853147,0.6293706293706294,1.2587412587412588,0.0,12.39818254108312,3.0
Michael Amir Murillo,Panama,Panama,"DF,MF",DF,30,Beşiktaş,3,3,270.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,1.6666666666666665,0.33333333333333337,0.33333333333333337,1.0,0.0,12.360680382419513,2.0
Remo Freuler,Switzerland,Switzerland,MF,MF,34,Bologna,6,6,592.0,0.0,0.0,2.0,1.0,8.0,5.0,0.0,0.0,0.30405405405405406,0.15202702702702703,1.2162162162162162,0.7601351351351352,0.0,12.279234425973558,2.0
Takehiro Tomiyasu,Japan,Japan,DF,DF,27,Ajax,3,2,184.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.4891304347826087,0.0,0.9782608695652174,0.4891304347826087,0.0,12.213818789905744,2.0
Rafik Belghali,Algeria,Algeria,DF,DF,24,Hellas Verona,4,4,331.0,1.0,0.0,3.0,1.0,1.0,3.0,0.2719033232628399,0.0,0.8157099697885197,0.2719033232628399,0.2719033232628399,0.8157099697885197,0.2719033232628399,12.086758418690641,2.0
Bilal El Khannouss,Morocco,Morocco,"MF,FW",MF,22,Stuttgart,6,6,461.0,0.0,0.0,6.0,4.0,1.0,7.0,0.0,0.0,1.1713665943600868,0.7809110629067245,0.19522776572668113,1.3665943600867678,0.0,12.063596593918199,2.0
Ermedin Demirović,Bosnia–Herz,Bosnia and Herzegovina,FW,FW,28,Stuttgart,4,4,354.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0169491525423728,1.0169491525423728,0.2542372881355932,0.2542372881355932,0.0,11.950380741832472,2.0
Franck Kessié,Côte d'Ivoire,Côte d'Ivoire,MF,MF,29,Al-Ahli,4,4,346.0,1.0,0.0,4.0,2.0,0.0,4.0,0.26011560693641617,0.0,1.0404624277456647,0.5202312138728323,0.0,1.0404624277456647,0.26011560693641617,11.89488403863875,2.0
Ihsan Haddad,Jordan,Jordan,DF,DF,32,Unknown Club,3,3,260.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.34615384615384615,0.34615384615384615,0.0,0.6923076923076923,0.34615384615384615,0.34615384615384615,11.874394835933296,3.0
Gabriel Magalhães,Brazil,Brazil,DF,DF,28,Arsenal,5,5,450.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.2,0.2,0.0,0.8,0.4,0.2,11.854856254856253,2.0
Sergiño Dest,United States,United States,MF,MF,25,PSV,5,4,297.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.9090909090909092,0.30303030303030304,1.5151515151515151,0.30303030303030304,0.0,11.771229063719185,2.0
Merih Demiral,Türkiye,Turkey,DF,DF,28,Al-Ahli,2,2,180.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.5,0.5,0.0,11.72403803925543,2.0
Moussa Niakhaté,Senegal,Senegal,DF,DF,30,Lyon,4,4,390.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.9230769230769231,0.23076923076923078,0.23076923076923078,11.718128025820333,2.0
Lee Kang-in,Korea Republic,Korea Republic,FW,FW,25,PSG,3,3,270.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.33333333333333337,1.3333333333333335,0.33333333333333337,0.0,0.0,0.33333333333333337,11.69484702093398,3.0
Theo Hernández,France,France,DF,DF,28,Al-Hilal,5,3,257.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0505836575875487,0.0,1.0505836575875487,0.35019455252918286,0.0,11.629207368506979,2.0
Renato Veiga,Portugal,Portugal,DF,DF,22,Villarreal,5,5,450.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.4,0.0,1.2000000000000002,0.2,0.0,11.583993783993785,2.0
Thiago Almada,Argentina,Argentina,MF,MF,25,Atlético Madrid,5,3,241.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.0,1.8672199170124482,0.7468879668049793,0.0,1.4937759336099585,0.0,11.572461455196436,2.0
Ibrahim Bayesh,Iraq,Iraq,"MF,FW",MF,26,Unknown Club,3,3,235.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.3829787234042553,0.0,0.3829787234042553,1.5319148936170213,0.0,11.549620592173785,2.0
Vladimír Coufal,Czechia,Czech Republic,"MF,DF",DF,33,Hoffenheim,3,3,270.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666667,0.33333333333333337,0.33333333333333337,11.434602434602436,3.0
Donyell Malen,Netherlands,Netherlands,FW,FW,27,Roma,3,3,185.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.945945945945946,0.972972972972973,0.0,0.0,0.0,11.43360752056404,2.0
Alexander Bernhardsson,Sweden,Sweden,MF,MF,27,Holstein Kiel,3,3,217.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.4147465437788018,0.4147465437788018,0.8294930875576036,0.8294930875576036,0.0,11.306785780839077,2.0
Marwan Attia,Egypt,Egypt,MF,MF,27,Unknown Club,5,4,434.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,0.2073732718894009,0.8294930875576036,0.0,0.6221198156682028,0.6221198156682028,0.2073732718894009,11.30667719377397,2.0
José Córdoba,Panama,Panama,DF,DF,25,Norwich City,3,3,270.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.33333333333333337,1.0,0.0,11.241517741517741,2.0
Cristian Martínez,Panama,Panama,"MF,FW",MF,29,Unknown Club,3,3,242.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.371900826446281,0.0,0.371900826446281,1.487603305785124,0.0,11.215540657689417,3.0
Luis Díaz,Colombia,Colombia,"FW,MF",MF,29,Bayern Munich,5,5,478.0,1.0,1.0,19.0,6.0,1.0,0.0,0.18828451882845187,0.18828451882845187,3.577405857740586,1.1297071129707112,0.18828451882845187,0.0,0.37656903765690375,11.1909112959686,1.0
Michael Gregoritsch,Austria,Austria,FW,FW,32,Augsburg,3,2,188.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4787234042553191,0.4787234042553191,0.0,0.0,0.0,0.4787234042553191,11.170212765957446,2.0
Brandon Mechele,Belgium,Belgium,DF,DF,33,Club Brugge,6,6,570.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,0.7894736842105263,0.15789473684210525,0.631578947368421,0.631578947368421,0.0,11.098403503437828,2.0
Mohammad Mohebi,IR Iran,Iran,MF,MF,27,Rostov,3,3,244.0,1.0,0.0,2.0,1.0,1.0,1.0,0.36885245901639346,0.0,0.7377049180327869,0.36885245901639346,0.36885245901639346,0.36885245901639346,0.36885245901639346,11.08417983774363,2.0
Tajon Buchanan,Canada,Canada,MF,MF,27,Villarreal,5,5,376.0,0.0,0.0,6.0,3.0,1.0,5.0,0.0,0.0,1.4361702127659572,0.7180851063829786,0.23936170212765956,1.196808510638298,0.0,11.082011767141276,3.0
Arthur Theate,Belgium,Belgium,DF,DF,26,Frankfurt,3,2,228.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,1.9736842105263157,0.39473684210526316,1.1842105263157894,0.0,0.0,11.08010886901047,2.0
Aleksandar Pavlovic,Germany,Germany,MF,MF,22,Bayern Munich,4,4,272.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,1.3235294117647058,0.33088235294117646,0.6617647058823529,0.9926470588235294,0.0,11.028405737485022,2.0
Jhon Lucumí,Colombia,Colombia,DF,DF,27,Bologna,5,5,478.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.37656903765690375,0.0,0.9414225941422594,0.37656903765690375,0.0,10.954077303449687,2.0
Amar Memić,Bosnia–Herz,Bosnia and Herzegovina,MF,MF,25,Viktoria Plzeň,4,2,224.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.2053571428571428,0.40178571428571425,0.8035714285714285,0.8035714285714285,0.0,10.953448725187855,2.0
Michael Boxall,New Zealand,New Zealand,DF,DF,37,Minnesota Utd,3,2,207.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.43478260869565216,0.0,10.856727813249552,2.0
Chancel Mbemba,Congo DR,Congo DR,DF,DF,31,Lille,4,4,360.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.25,0.25,0.0,0.25,0.75,0.25,10.764471639471639,2.0
Lucas Herrington,Australia,Australia,DF,DF,18,Colorado Rapids,2,2,210.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8571428571428572,0.4285714285714286,0.0,10.701631701631701,2.0
Morgan Rogers,England,England,MF,MF,23,Aston Villa,7,3,339.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.2654867256637168,0.7964601769911505,0.2654867256637168,0.0,0.7964601769911505,0.2654867256637168,10.680340564911553,2.0
Azzedine Ounahi,Morocco,Morocco,MF,MF,26,Girona,6,5,435.0,2.0,0.0,5.0,3.0,1.0,1.0,0.41379310344827586,0.0,1.0344827586206897,0.6206896551724138,0.20689655172413793,0.20689655172413793,0.41379310344827586,10.656446834857631,2.0
Marcus Pedersen,Norway,Norway,DF,DF,25,Torino,4,1,236.0,1.0,0.0,1.0,1.0,0.0,2.0,0.3813559322033898,0.0,0.3813559322033898,0.3813559322033898,0.0,0.7627118644067796,0.3813559322033898,10.570923794947374,2.0
Victor Lindelöf,Sweden,Sweden,"DF,MF",DF,31,Aston Villa,4,4,356.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.5056179775280899,0.0,1.0112359550561798,0.25280898876404495,0.0,10.477724522668343,2.0
Luka Modrić,Croatia,Croatia,MF,MF,40,Milan,4,4,317.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.28391167192429023,0.28391167192429023,0.0,0.0,0.8517350157728707,0.28391167192429023,10.468332928900754,3.0
Granit Xhaka,Switzerland,Switzerland,MF,MF,33,Sunderland,6,6,600.0,1.0,0.0,9.0,2.0,4.0,4.0,0.15000000000000002,0.0,1.3499999999999999,0.30000000000000004,0.6000000000000001,0.6000000000000001,0.15000000000000002,10.389686159251378,2.0
Jean-Ricner Bellegarde,Haiti,Haiti,MF,MF,27,Wolves,3,3,260.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,2.076923076923077,0.0,1.0384615384615385,0.6923076923076923,0.0,10.311323292092522,2.0
Ali Olwan,Jordan,Jordan,MF,MF,26,Unknown Club,3,3,268.0,1.0,0.0,6.0,3.0,1.0,0.0,0.33582089552238803,0.0,2.014925373134328,1.007462686567164,0.33582089552238803,0.0,0.33582089552238803,10.308708434114013,1.0
Kevin De Bruyne,Belgium,Belgium,MF,MF,34,Napoli,5,5,382.0,1.0,0.0,20.0,5.0,0.0,2.0,0.23560209424083772,0.0,4.712041884816754,1.1780104712041886,0.0,0.47120418848167545,0.23560209424083772,10.287549539768982,1.0
Anis Ben Slimane,Tunisia,Tunisia,"MF,FW",MF,25,Norwich City,3,3,240.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.375,0.375,0.75,0.75,0.0,10.223218810175332,2.0
Martin Baturina,Croatia,Croatia,"MF,FW",MF,23,Como,4,4,321.0,1.0,0.0,3.0,1.0,1.0,2.0,0.2803738317757009,0.0,0.8411214953271028,0.2803738317757009,0.2803738317757009,0.5607476635514018,0.2803738317757009,10.12677173384203,2.0
Gilberto Mora,Mexico,Mexico,MF,MF,17,Tijuana,4,3,213.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,2.112676056338028,0.0,0.8450704225352113,0.8450704225352113,0.0,10.100462917364325,2.0
Andy Robertson,Scotland,Scotland,DF,DF,32,Liverpool,3,3,225.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,9.988189588189588,2.0
Nico Elvedi,Switzerland,Switzerland,DF,DF,29,Gladbach,6,6,600.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,0.45,0.0,0.9,0.30000000000000004,0.0,9.962354312354313,2.0
Ritsu Doan,Japan,Japan,MF,MF,27,Frankfurt,4,4,278.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.32374100719424465,0.32374100719424465,0.0,0.32374100719424465,0.32374100719424465,0.32374100719424465,9.912587412587415,2.0
Marko Stamenic,New Zealand,New Zealand,MF,MF,24,Swansea City,3,3,269.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.003717472118959,0.0,1.3382899628252787,0.33457249070631967,0.0,9.904593547716223,2.0
Ivan Šunjić,Bosnia–Herz,Bosnia and Herzegovina,MF,MF,29,Unknown Club,4,3,196.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.4591836734693877,0.4591836734693877,0.0,1.3775510204081631,0.0,9.90120128318886,2.0
Idrissa Gueye,Senegal,Senegal,MF,MF,36,Everton,4,4,361.0,0.0,0.0,5.0,1.0,2.0,4.0,0.0,0.0,1.2465373961218835,0.24930747922437674,0.4986149584487535,0.997229916897507,0.0,9.822382844182194,2.0
Kerim Alajbegović,Bosnia–Herz,Bosnia and Herzegovina,MF,MF,18,RB Salzburg,4,3,277.0,1.0,0.0,4.0,1.0,2.0,0.0,0.3249097472924188,0.0,1.2996389891696751,0.3249097472924188,0.6498194945848376,0.0,0.3249097472924188,9.703723786285396,3.0
Oswin Appollis,South Africa,South Africa,"MF,FW",MF,24,Orlando Pirates,4,3,255.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,1.4117647058823528,0.3529411764705882,0.3529411764705882,1.0588235294117647,0.0,9.686983945295966,2.0
