player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,fouls_per90_calc,crosses_per90_calc,goal_contribution_per90,primary_position,player_cluster
Mohammad Mohebi,IR Iran,Iran,MF,27,1998,Rostov,3,3,244.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,2.0,1.0,50.0,0.74,0.37,0.5,1.0,81.0,90.4,81.0,1,0,0.0,0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36885245901639346,0.0,0.7377049180327869,0.36885245901639346,0.36885245901639346,0.36885245901639346,0.36885245901639346,0.36885245901639346,0.36885245901639346,MF,2
Ramin Rezaeian,IR Iran,Iran,"DF,MF",36,1990,Foolad,3,3,270.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.67,0.33,1.0,0.67,1.0,4.0,2.0,50.0,1.33,0.67,0.5,1.0,90.0,100.0,90.0,3,0,0.0,0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,18.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.33333333333333337,1.3333333333333335,0.6666666666666667,0.6666666666666667,1.6666666666666665,0.6666666666666667,6.0,1.0,DF,3
Saeid Ezatolahi,IR Iran,Iran,MF,29,1996,Unknown Club,3,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,2.05,0.68,0.0,0.0,88.0,97.8,88.0,2,0,0.0,0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0454545454545454,0.6818181818181819,2.3863636363636362,1.7045454545454546,2.3863636363636362,0.0,0.0,MF,0
Saman Ghoddos,IR Iran,Iran,MF,32,1993,Unknown Club,3,3,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.73,0.0,0.0,0.0,69.0,77.0,69.0,0,0,0.0,0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7307692307692308,0.0,2.1634615384615388,1.7307692307692308,1.2980769230769231,0.4326923076923077,0.0,MF,0
Shoja' Khalilzadeh,IR Iran,Iran,DF,37,1989,Tractor,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,1.0,1.3333333333333335,0.0,0.0,DF,2
Akam Hashim,Iraq,Iraq,DF,27,1998,Unknown Club,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,0.0,1.0,12.0,-11.0,-3.67,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.33333333333333337,0.0,0.0,0.0,DF,2
Ali Al Hamadi,Iraq,Iraq,FW,24,2002,Ipswich Town,3,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,60.0,66.7,58.0,0,1,65.0,0,0.0,1.0,6.0,-5.0,-2.5,3.5,0.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.5,0.0,0.0,FW,2
Amir Al Ammari,Iraq,Iraq,MF,28,1997,Cracovia,3,3,247.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,91.5,82.0,2,0,0.0,0,0.0,1.0,12.0,-11.0,-4.01,-4.01,0.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3643724696356275,0.0,0.0,0.728744939271255,0.3643724696356275,1.0931174089068827,2.91497975708502,0.3643724696356275,MF,3
Ibrahim Bayesh,Iraq,Iraq,"MF,FW",26,2000,Unknown Club,3,3,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.0,78.0,87.0,78.0,1,0,0.0,0,0.0,1.0,11.0,-10.0,-3.83,-1.26,0.0,3.0,5.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3829787234042553,0.0,0.3829787234042553,1.5319148936170213,1.1489361702127658,1.5319148936170213,0.0,MF,2
Merchas Doski,Iraq,Iraq,DF,26,1999,Viktoria Plzeň,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,0.0,1.0,12.0,-11.0,-3.67,0.0,0.0,3.0,8.0,0.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,2.0,3.0,1.0,1.3333333333333335,0.0,DF,0
Zidane Iqbal,Iraq,Iraq,MF,23,2003,Utrecht,3,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,69.6,78.0,1,1,32.0,0,0.0,0.0,8.0,-8.0,-3.83,-0.54,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4787234042553191,0.9574468085106382,0.4787234042553191,0.9574468085106382,0.0,MF,2
Ao Tanaka,Japan,Japan,MF,27,1998,Leeds United,3,2,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.93,0.0,0.0,0.0,64.0,53.6,90.0,2,1,13.0,1,1.33,5.0,2.0,3.0,1.4,1.4,0.0,6.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9326424870466321,0.0,0.46632124352331605,2.7979274611398965,2.7979274611398965,0.0,0.0,MF,0
Ayase Ueda,Japan,Japan,FW,27,1998,Feyenoord,4,4,321.0,3.6,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.56,0.28,0.84,0.56,0.84,9.0,4.0,44.4,2.52,1.12,0.22,0.5,80.0,89.2,80.0,1,0,0.0,0,1.25,7.0,5.0,2.0,0.56,-1.75,0.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607476635514018,0.2803738317757009,2.5233644859813085,1.1214953271028036,0.0,0.2803738317757009,1.6822429906542056,0.0,0.8411214953271027,FW,1
Daichi Kamada,Japan,Japan,MF,29,1996,Crystal Palace,4,4,329.0,3.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.55,0.0,0.55,0.55,0.55,3.0,2.0,66.7,0.82,0.55,0.67,1.0,82.0,91.4,82.0,2,0,0.0,0,1.25,7.0,4.0,3.0,0.82,0.82,0.0,2.0,4.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547112462006079,0.0,0.8206686930091185,0.547112462006079,0.2735562310030395,0.8206686930091185,0.547112462006079,1.094224924012158,0.547112462006079,MF,2
Daizen Maeda,Japan,Japan,MF,28,1997,Celtic,3,3,244.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,2.0,1.0,50.0,0.74,0.37,0.5,1.0,81.0,67.8,81.0,1,0,0.0,1,0.67,3.0,4.0,-1.0,-0.37,-3.47,0.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36885245901639346,0.0,0.7377049180327869,0.36885245901639346,0.7377049180327869,1.1065573770491803,0.7377049180327869,1.1065573770491803,0.36885245901639346,MF,2
Hiroki Ito,Japan,Japan,DF,27,1999,Bayern Munich,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.25,8.0,5.0,3.0,0.75,0.0,0.0,7.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,1.75,2.25,0.0,DF,2
Junya Itō,Japan,Japan,MF,33,1993,Genk,4,2,216.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42,3.0,1.0,33.3,1.25,0.42,0.33,1.0,54.0,60.0,84.0,1,2,25.0,0,1.25,6.0,1.0,5.0,2.08,3.33,0.0,2.0,5.0,0.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.0,1.25,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,7.083333333333334,0.41666666666666663,MF,3
Kaishū Sano,Japan,Japan,MF,25,2000,Mainz 05,3,3,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.33,0.33,0.67,0.33,0.67,1.0,1.0,100.0,0.33,0.33,1.0,1.0,90.0,75.0,90.0,3,0,0.0,1,1.33,7.0,4.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.3333333333333335,0.6666666666666667,1.3333333333333335,0.33333333333333337,0.6666666666666667,MF,2
Keito Nakamura,Japan,Japan,MF,25,2000,Reims,4,4,307.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.29,0.29,0.59,0.29,0.59,5.0,2.0,40.0,1.47,0.59,0.2,0.5,77.0,85.3,77.0,1,0,0.0,0,1.25,7.0,4.0,3.0,0.88,0.88,0.0,3.0,1.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2931596091205212,0.2931596091205212,1.4657980456026058,0.5863192182410424,0.2931596091205212,0.8794788273615635,0.8794788273615635,2.6384364820846904,0.5863192182410424,MF,3
Ritsu Doan,Japan,Japan,MF,27,1998,Frankfurt,4,4,278.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,1.0,0.0,0.0,0.32,0.0,0.0,0.0,70.0,77.2,70.0,0,0,0.0,0,1.25,6.0,4.0,2.0,0.65,-0.45,0.0,6.0,4.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32374100719424465,0.32374100719424465,0.0,0.32374100719424465,0.32374100719424465,1.9424460431654678,1.618705035971223,0.32374100719424465,MF,2
Shogo Taniguchi,Japan,Japan,DF,34,1991,Sint-Truiden,3,2,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,64.4,90.0,2,1,52.0,1,0.67,4.0,5.0,-1.0,-0.39,-3.2,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3879310344827586,0.0,0.7758620689655172,0.0,0.0,DF,2
Takehiro Tomiyasu,Japan,Japan,DF,27,1998,Ajax,3,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49,0.0,0.0,0.0,61.0,51.1,84.0,1,1,16.0,1,1.33,5.0,2.0,3.0,1.47,1.47,0.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891304347826087,0.0,0.9782608695652174,0.4891304347826087,2.4456521739130435,0.9782608695652174,0.0,DF,2
Abdallah Nasib,Jordan,Jordan,DF,32,1994,Unknown Club,3,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,96.3,87.0,2,0,0.0,0,0.0,3.0,7.0,-4.0,-1.38,7.62,0.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4230769230769234,1.0384615384615385,0.34615384615384615,0.0,0.0,DF,0
Ali Olwan,Jordan,Jordan,MF,26,2000,Unknown Club,3,3,268.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,6.0,3.0,50.0,2.01,1.01,0.17,0.33,89.0,99.3,89.0,1,0,0.0,0,0.0,3.0,8.0,-5.0,-1.68,-1.68,0.0,1.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33582089552238803,0.0,2.014925373134328,1.007462686567164,0.33582089552238803,0.0,0.33582089552238803,1.6791044776119401,0.33582089552238803,MF,1
Ihsan Haddad,Jordan,Jordan,DF,32,1994,Unknown Club,3,3,260.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,1.0,0.0,0.0,0.35,0.0,0.0,0.0,87.0,96.3,87.0,2,0,0.0,0,0.0,3.0,7.0,-4.0,-1.38,7.62,0.0,3.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.34615384615384615,0.0,0.6923076923076923,0.34615384615384615,1.0384615384615385,2.769230769230769,0.34615384615384615,DF,3
Mohannad Abu Taha,Jordan,Jordan,DF,23,2003,Unknown Club,3,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.0,0.0,0.0,88.0,97.8,88.0,2,0,0.0,0,0.0,3.0,8.0,-5.0,-1.7,-1.7,0.0,2.0,1.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34090909090909094,0.0,2.0454545454545454,0.6818181818181819,0.6818181818181819,1.7045454545454546,0.0,DF,0
Musa Al-Taamari,Jordan,Jordan,FW,29,1997,Rennes,3,2,215.0,2.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.42,0.42,0.84,0.42,0.84,8.0,3.0,37.5,3.35,1.26,0.13,0.33,72.0,79.6,85.0,0,1,45.0,0,0.0,3.0,5.0,-2.0,-0.84,4.07,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41860465116279066,0.41860465116279066,3.3488372093023253,1.255813953488372,0.0,0.0,0.8372093023255813,0.0,0.8372093023255813,FW,1
Nizar Al Rashdan,Jordan,Jordan,MF,27,1999,Unknown Club,3,3,255.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,2.0,1.0,50.0,0.71,0.35,0.5,1.0,85.0,94.4,85.0,2,0,0.0,0,0.0,3.0,7.0,-4.0,-1.41,4.59,0.0,5.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.0,0.7058823529411764,0.3529411764705882,0.7058823529411764,1.7647058823529411,1.7647058823529411,0.0,0.3529411764705882,MF,0
Noor Al Rawabdeh,Jordan,Jordan,MF,29,1997,Unknown Club,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,1.0,0.0,0.0,0.33,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,0.0,3.0,8.0,-5.0,-1.67,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666667,2.3333333333333335,0.33333333333333337,0.0,0.33333333333333337,MF,0
Yazan Al-Arab,Jordan,Jordan,DF,30,1996,FC Seoul,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,0.0,3.0,8.0,-5.0,-1.67,0.0,0.0,4.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.666666666666667,0.33333333333333337,1.3333333333333335,0.0,0.0,DF,0
Hwang In-beom,Korea Republic,Korea Republic,MF,29,1996,Feyenoord,3,3,263.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.34,0.34,0.68,0.34,0.68,4.0,2.0,50.0,1.37,0.68,0.25,0.5,88.0,97.4,88.0,2,0,0.0,0,1.0,2.0,3.0,-1.0,-0.34,-0.34,0.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34220532319391633,0.34220532319391633,1.3688212927756653,0.6844106463878327,1.3688212927756653,0.6844106463878327,0.34220532319391633,0.6844106463878327,0.6844106463878327,MF,3
Kim Min-jae,Korea Republic,Korea Republic,DF,29,1996,Bayern Munich,3,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.37,0.37,0.0,0.0,82.0,90.7,82.0,2,0,0.0,0,1.0,2.0,3.0,-1.0,-0.37,-0.37,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3673469387755102,0.3673469387755102,0.7346938775510204,0.7346938775510204,0.7346938775510204,0.0,0.0,DF,2
Lee Gi-hyuk,Korea Republic,Korea Republic,DF,25,2000,Gangwon FC,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,1.0,2.0,3.0,-1.0,-0.33,0.0,0.0,2.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666665,1.3333333333333335,0.6666666666666667,0.6666666666666667,0.0,DF,0
Lee Han-beom,Korea Republic,Korea Republic,DF,23,2002,Midtjylland,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,1.0,2.0,3.0,-1.0,-0.33,0.0,0.0,7.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.6666666666666667,2.3333333333333335,0.6666666666666667,0.0,DF,2
Lee Kang-in,Korea Republic,Korea Republic,FW,25,2001,PSG,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.33,0.0,0.33,4.0,1.0,25.0,1.33,0.33,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,1.0,2.0,3.0,-1.0,-0.33,0.0,0.0,1.0,7.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,1.3333333333333335,0.33333333333333337,0.0,0.0,0.33333333333333337,6.333333333333334,0.33333333333333337,FW,3
Paik Seung-ho,Korea Republic,Korea Republic,MF,29,1997,Birmingham City,3,3,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,75.6,68.0,0,0,0.0,0,1.0,2.0,2.0,0.0,0.0,1.36,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.0,MF,2
Seol Young-woo,Korea Republic,Korea Republic,MF,27,1998,Red Star,3,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,0.0,83.0,92.6,83.0,2,0,0.0,0,1.0,2.0,3.0,-1.0,-0.36,-0.36,0.0,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.36,0.0,0.36,3.2399999999999998,0.0,MF,2
Brian Gutiérrez,Mexico,Mexico,MF,22,2003,Guadalajara,4,2,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.73,0.0,0.0,0.0,50.0,44.0,68.0,0,2,32.0,1,2.25,3.0,0.0,3.0,1.36,-0.06,0.0,5.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7272727272727275,0.0,0.9090909090909092,0.4545454545454546,2.2727272727272725,2.2727272727272725,0.0,MF,2
