player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,fouls_per90_calc,crosses_per90_calc,goal_contribution_per90,primary_position,player_cluster
Guéla Doué,Côte d'Ivoire,Côte d'Ivoire,DF,23,2002,Strasbourg,4,3,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.0,0.0,0.0,69.0,76.9,89.0,2,1,9.0,0,1.5,3.0,3.0,0.0,0.0,-1.08,0.0,6.0,5.0,0.0,12.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3249097472924188,0.0,0.9747292418772563,1.6245487364620939,1.9494584837545126,3.898916967509025,0.0,DF,0
Ibrahim Sangaré,Côte d'Ivoire,Côte d'Ivoire,MF,28,1997,Nottingham,4,3,268.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,1.0,0.0,0.0,0.34,0.0,0.0,0.0,67.0,74.4,85.0,2,1,14.0,0,1.5,5.0,3.0,2.0,0.67,1.65,0.0,2.0,4.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33582089552238803,0.33582089552238803,0.0,2.014925373134328,1.6791044776119401,0.6716417910447761,0.0,0.33582089552238803,MF,0
Nicolas Pépé,Côte d'Ivoire,Côte d'Ivoire,FW,31,1995,Villarreal,4,3,234.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.77,0.38,1.15,0.77,1.15,6.0,3.0,50.0,2.31,1.15,0.33,0.67,59.0,65.0,76.0,0,1,6.0,0,1.5,3.0,3.0,0.0,0.0,-0.71,0.0,1.0,1.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.38461538461538464,2.3076923076923075,1.1538461538461537,1.1538461538461537,0.0,0.38461538461538464,3.8461538461538463,1.153846153846154,FW,1
Odilon Kossounou,Côte d'Ivoire,Côte d'Ivoire,DF,25,2001,Atalanta,4,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,75.6,90.0,3,1,2.0,0,1.5,5.0,4.0,1.0,0.33,0.33,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9926470588235294,0.9926470588235294,0.0,0.0,0.0,DF,2
Yan Diomandé,Côte d'Ivoire,Côte d'Ivoire,"MF,FW",19,2006,RB Leipzig,4,4,329.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,4.0,0.0,0.0,1.09,0.0,0.0,0.0,82.0,91.4,82.0,1,0,0.0,0,1.5,5.0,3.0,2.0,0.55,3.45,0.0,2.0,7.0,0.0,14.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2735562310030395,1.094224924012158,0.0,1.094224924012158,1.641337386018237,0.547112462006079,3.829787234042553,0.2735562310030395,MF,3
Alan Franco,Ecuador,Ecuador,DF,27,1998,Atlético Mineiro,4,4,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,69.7,63.0,0,0,0.0,0,1.0,1.0,3.0,-2.0,-0.72,-0.72,0.0,7.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4342629482071714,2.151394422310757,2.50996015936255,1.792828685258964,0.0,DF,0
Enner Valencia,Ecuador,Ecuador,FW,36,1989,Pachuca,4,4,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,60.0,3.14,1.88,0.0,0.0,72.0,79.7,72.0,1,0,0.0,0,1.0,1.0,3.0,-2.0,-0.63,-0.63,0.0,4.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1358885017421603,1.8815331010452963,0.0,0.313588850174216,1.254355400696864,0.313588850174216,0.0,FW,1
Gonzalo Plata,Ecuador,Ecuador,FW,25,2000,Flamengo,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,8.0,5.0,62.5,2.0,1.25,0.13,0.2,90.0,100.0,90.0,4,0,0.0,0,1.0,2.0,4.0,-2.0,-0.5,0.0,0.0,5.0,4.0,0.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,1.25,0.5,1.25,1.25,2.0,0.25,FW,1
Joel Ordóñez,Ecuador,Ecuador,DF,22,2004,Club Brugge,3,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8,0.0,0.0,0.0,75.0,62.5,75.0,2,0,0.0,1,1.0,2.0,4.0,-2.0,-0.8,-0.8,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,2.0,0.4,0.0,0.0,DF,0
John Yeboah,Ecuador,Ecuador,MF,25,2000,Venezia,4,4,311.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,2.32,0.87,0.0,0.0,78.0,86.4,78.0,0,0,0.0,0,1.0,2.0,3.0,-1.0,-0.29,1.55,0.0,0.0,4.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.315112540192926,0.8681672025723474,0.8681672025723474,0.8681672025723474,0.0,3.1832797427652735,0.0,MF,3
Moisés Caicedo,Ecuador,Ecuador,MF,24,2001,Chelsea,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.0,2.0,4.0,-2.0,-0.5,0.0,0.0,5.0,4.0,0.0,17.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,1.5,1.25,4.25,0.0,MF,3
Nilson Angulo,Ecuador,Ecuador,MF,22,2003,Sunderland,4,2,218.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,2.0,2.0,100.0,0.83,0.83,0.5,0.5,55.0,60.6,81.0,0,2,28.0,0,1.0,2.0,4.0,-2.0,-0.83,-0.83,0.0,4.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41284403669724773,0.0,0.8256880733944955,0.8256880733944955,0.8256880733944955,0.41284403669724773,1.651376146788991,2.064220183486239,0.41284403669724773,MF,2
Pedro Vite,Ecuador,Ecuador,MF,24,2002,UNAM,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,4.0,1.0,25.0,1.0,0.25,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.0,2.0,4.0,-2.0,-0.5,0.0,0.0,2.0,5.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.25,2.75,0.5,1.5,0.25,MF,0
Piero Hincapié,Ecuador,Ecuador,DF,24,2002,Arsenal,4,4,339.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8,0.0,0.0,0.0,85.0,94.2,85.0,2,0,0.0,0,1.0,1.0,4.0,-3.0,-0.8,-5.08,0.0,5.0,4.0,0.0,14.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7964601769911505,0.0,1.0619469026548671,1.3274336283185841,1.3274336283185841,3.7168141592920354,0.0,DF,0
Willian Pacho,Ecuador,Ecuador,DF,24,2001,PSG,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.25,0.25,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.0,2.0,4.0,-2.0,-0.5,0.0,0.0,3.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,2.0,0.5,0.75,0.0,0.0,DF,0
Ahmed Fatouh,Egypt,Egypt,DF,28,1998,Unknown Club,3,3,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.34,0.34,0.0,0.0,89.0,55.6,89.0,2,0,0.0,0,1.67,5.0,3.0,2.0,0.67,1.1,0.0,2.0,3.0,0.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33707865168539325,0.33707865168539325,1.348314606741573,1.6853932584269664,0.6741573033707865,2.696629213483146,0.0,DF,0
Emam Ashour,Egypt,Egypt,MF,28,1998,Unknown Club,5,5,362.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,10.0,2.0,20.0,2.49,0.5,0.2,1.0,72.0,75.4,72.0,1,0,0.0,0,1.2,7.0,4.0,3.0,0.75,2.27,0.0,2.0,13.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49723756906077343,0.0,2.4861878453038675,0.49723756906077343,0.9944751381215469,0.49723756906077343,0.49723756906077343,0.9944751381215469,0.49723756906077343,MF,1
Hamdy Fathy,Egypt,Egypt,"DF,MF",31,1994,Unknown Club,4,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,49.6,64.0,0,1,45.0,0,1.25,3.0,6.0,-3.0,-1.13,-2.62,0.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7563025210084033,1.134453781512605,1.134453781512605,0.37815126050420167,0.0,DF,2
Marwan Attia,Egypt,Egypt,MF,27,1998,Unknown Club,5,4,434.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,4.0,0.0,0.0,0.83,0.0,0.0,0.0,87.0,90.4,97.0,3,1,45.0,0,1.2,7.0,6.0,1.0,0.21,0.21,0.0,8.0,1.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073732718894009,0.8294930875576036,0.0,0.6221198156682028,0.6221198156682028,1.6589861751152073,2.28110599078341,0.2073732718894009,MF,2
Mohamed Hany,Egypt,Egypt,DF,30,1996,Unknown Club,5,5,480.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,4.0,0.0,0.0,0.75,0.0,0.0,0.0,96.0,100.0,96.0,5,0,0.0,0,1.2,8.0,7.0,1.0,0.19,0.0,0.0,2.0,1.0,0.0,15.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.75,0.0,1.125,1.6875,0.375,2.8125,0.1875,DF,0
Mohamed Salah,Egypt,Egypt,"FW,MF",33,1992,Liverpool,5,5,425.0,4.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.21,0.42,0.64,0.21,0.64,9.0,4.0,44.4,1.91,0.85,0.11,0.25,85.0,88.5,85.0,2,0,0.0,0,1.2,8.0,7.0,1.0,0.21,0.21,0.0,5.0,13.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2117647058823529,0.4235294117647058,1.9058823529411764,0.8470588235294116,0.4235294117647058,0.0,1.0588235294117647,2.9647058823529413,0.6352941176470588,MF,3
Mohanad Lasheen,Egypt,Egypt,MF,30,1996,Unknown Club,4,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,90.0,74.8,90.0,3,0,0.0,0,1.25,7.0,5.0,2.0,0.5,1.25,0.0,5.0,3.0,0.0,1.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5013927576601671,0.0,2.0055710306406684,2.7576601671309193,1.2534818941504178,0.25069637883008355,0.0,MF,0
Mostafa Ziko,Egypt,Egypt,"FW,MF",29,1997,Unknown Club,5,5,370.0,4.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.49,0.24,0.73,0.49,0.73,8.0,3.0,37.5,1.95,0.73,0.25,0.67,74.0,77.1,74.0,0,0,0.0,0,1.2,7.0,5.0,2.0,0.49,1.3,0.0,6.0,5.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864864864864865,0.24324324324324326,1.945945945945946,0.7297297297297298,0.4864864864864865,0.972972972972973,1.4594594594594597,0.4864864864864865,0.7297297297297298,MF,1
Omar Marmoush,Egypt,Egypt,"FW,MF",27,1999,Manchester City,5,3,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9.1,3.04,0.28,0.0,0.0,65.0,67.9,90.0,1,2,28.0,0,1.2,4.0,5.0,-1.0,-0.28,-1.44,0.0,3.0,8.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03680981595092,0.27607361963190186,0.5521472392638037,0.8282208588957056,0.8282208588957056,1.3803680981595092,0.0,MF,2
Ramy Rabia,Egypt,Egypt,DF,33,1993,Unknown Club,5,3,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.24,0.24,0.0,0.0,74.0,77.5,100.0,3,2,36.0,0,1.2,7.0,5.0,2.0,0.48,1.32,0.0,3.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24193548387096775,0.24193548387096775,0.7258064516129032,1.2096774193548387,0.7258064516129032,0.0,0.0,DF,2
Yasser Ibrahim,Egypt,Egypt,DF,33,1993,Unknown Club,5,4,467.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.19,0.0,0.19,0.19,0.19,1.0,1.0,100.0,0.19,0.19,1.0,1.0,93.0,97.3,98.0,4,1,77.0,0,1.2,7.0,6.0,1.0,0.19,0.19,0.0,6.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19271948608137046,0.0,0.19271948608137046,0.19271948608137046,0.5781584582441114,1.1563169164882228,1.1563169164882228,0.0,0.19271948608137046,DF,2
Anthony Gordon,England,England,MF,25,2001,Barcelona,6,5,396.0,4.4,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.23,0.68,0.91,0.23,0.91,6.0,4.0,66.7,1.36,0.91,0.17,0.25,66.0,52.8,73.0,1,1,30.0,2,2.17,10.0,5.0,5.0,1.14,0.37,0.0,4.0,10.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727273,0.6818181818181819,1.3636363636363638,0.9090909090909092,0.6818181818181819,0.6818181818181819,0.9090909090909092,1.8181818181818183,0.9090909090909092,MF,3
Bukayo Saka,England,England,MF,24,2001,Arsenal,7,3,358.0,4.0,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.75,0.75,1.51,0.5,1.26,13.0,7.0,53.8,3.27,1.76,0.15,0.29,51.0,47.7,69.0,1,4,38.0,1,2.71,13.0,5.0,8.0,2.01,2.01,0.0,4.0,9.0,4.0,21.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7541899441340782,0.7541899441340782,3.2681564245810057,1.7597765363128492,0.25139664804469275,1.7597765363128492,1.005586592178771,5.279329608938547,1.5083798882681565,MF,1
Declan Rice,England,England,MF,27,1999,Arsenal,7,7,557.0,6.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.16,0.32,0.48,0.16,0.48,6.0,3.0,50.0,0.97,0.48,0.17,0.33,80.0,74.3,80.0,3,0,0.0,1,2.29,16.0,10.0,6.0,0.97,0.04,0.0,4.0,0.0,1.0,44.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16157989228007183,0.32315978456014366,0.9694793536804309,0.48473967684021546,0.8078994614003591,0.48473967684021546,0.6463195691202873,7.1095152603231595,0.48473967684021546,MF,3
Djed Spence,England,England,DF,25,2000,Tottenham,8,4,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.45,0.45,0.0,0.0,51.0,53.9,78.0,1,4,23.0,0,2.38,10.0,6.0,4.0,0.89,-0.15,0.0,3.0,5.0,0.0,6.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44554455445544555,0.44554455445544555,1.113861386138614,2.227722772277228,0.6683168316831682,1.3366336633663365,0.0,DF,0
Eberechi Eze,England,England,MF,27,1998,Arsenal,5,1,211.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,5.0,0.0,0.0,2.13,0.0,0.0,0.0,42.0,28.1,78.0,0,4,33.0,3,2.6,7.0,3.0,4.0,1.71,1.04,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4265402843601896,2.132701421800948,0.0,0.0,0.0,0.8530805687203792,0.8530805687203792,0.4265402843601896,MF,2
Elliot Anderson,England,England,MF,23,2002,Nottingham,8,7,632.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,7.0,1.0,14.3,1.0,0.14,0.0,0.0,79.0,84.3,89.0,4,1,12.0,0,2.38,16.0,9.0,7.0,1.0,0.23,0.0,9.0,13.0,0.0,8.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14240506329113925,0.9968354430379747,0.14240506329113925,1.139240506329114,2.5632911392405062,1.2816455696202531,1.139240506329114,0.14240506329113925,MF,0
Ezri Konsa,England,England,DF,28,1997,Aston Villa,8,7,647.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,3.0,2.0,66.7,0.42,0.28,0.33,0.5,81.0,86.3,90.0,6,1,19.0,0,2.38,18.0,12.0,6.0,0.83,-0.91,0.0,8.0,11.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1391035548686244,0.0,0.41731066460587324,0.2782071097372488,1.1128284389489953,0.6955177743431221,1.1128284389489953,0.41731066460587324,0.1391035548686244,DF,2
Harry Kane,England,England,FW,32,1993,Bayern Munich,7,7,652.0,7.2,6.0,1.0,7.0,4.0,2.0,2.0,0.0,0.0,0.83,0.14,0.97,0.55,0.69,23.0,12.0,52.2,3.17,1.66,0.17,0.33,93.0,86.9,93.0,5,0,0.0,1,2.29,14.0,8.0,6.0,0.83,-1.01,0.0,8.0,9.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8282208588957056,0.13803680981595093,3.174846625766871,1.6564417177914113,0.13803680981595093,0.4141104294478528,1.1042944785276074,0.13803680981595093,0.9662576687116565,FW,1
Jarell Quansah,England,England,DF,23,2003,Leverkusen,3,3,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,26.3,66.0,0,0,0.0,3,3.0,7.0,4.0,3.0,1.37,0.56,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9137055837563451,0.45685279187817257,0.0,DF,2
John Stones,England,England,DF,32,1994,Manchester City,5,3,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.0,0.0,0.0,66.0,44.0,98.0,1,2,18.0,3,2.4,8.0,5.0,3.0,0.82,-0.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,DF,2
Jude Bellingham,England,England,MF,22,2003,Real Madrid,8,7,614.0,6.8,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,1.03,0.15,1.17,1.03,1.17,19.0,13.0,68.4,2.79,1.91,0.37,0.54,77.0,81.9,86.0,3,1,12.0,0,2.38,15.0,9.0,6.0,0.88,-0.44,0.0,9.0,17.0,1.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0260586319218241,0.1465798045602606,2.785016286644951,1.9055374592833876,0.43973941368078173,1.4657980456026058,1.3192182410423452,1.1726384364820848,1.1726384364820848,MF,1
Marc Guéhi,England,England,DF,25,2000,Manchester City,8,7,663.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,0.0,83.0,88.4,94.0,6,1,4.0,0,2.38,15.0,9.0,6.0,0.81,-1.25,0.0,4.0,13.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13574660633484165,0.0,0.8144796380090499,0.13574660633484165,0.5429864253393666,0.0,0.0,DF,2
Marcus Rashford,England,England,MF,28,1997,Barcelona,6,3,223.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.81,0.4,0.81,12.0,5.0,41.7,4.84,2.02,0.08,0.2,37.0,29.7,65.0,1,3,9.0,2,2.17,7.0,1.0,6.0,2.42,2.08,0.0,5.0,1.0,1.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40358744394618834,0.40358744394618834,4.843049327354261,2.0179372197309418,0.0,0.8071748878923767,2.0179372197309418,6.860986547085202,0.8071748878923767,MF,1
